Timestamp,program,gender,AGE,HEIGHT,WEIGHT,SALARY_OLD,SALARY_GRAD,DESIRE_WORK_ORG,PARENTS,EXPENSES,TRANSPORT,COST_TRANSPORTATION,COST_ENTERTAINMENT,HAND,CELL_PHONE,SMOKE,foot_size,alcohol,tattoo,sleep,social,homework,work,travel,tuition,coffee,BMI
2022/09/08 12:41:04 pm GMT-7,BABI,male,47.0,178,75,5000,7000,3. NON-PROFIT OR GOVERNMENT AGENCY,False,4000,3. DRIVE,100,200,0. RIGHT-HANDED,45,False,10,2,False,6,1,10,40,True,True,2,23.67
2022/09/08 1:57:13 pm GMT-7,BABI,male,30.0,170,64,3000.00,4000.00,2. SMALL COMPANY,False,1000,2. PUBLIC TRANSPORT,50,500,0. RIGHT-HANDED,50,False,9,0,False,5,35,35,37.5,True,True,0,22.15
2022/09/08 7:33:55 pm GMT-7,BABI,female,29.0,170,58,3,4,1. LARGE CORPORATION,False,3,2. PUBLIC TRANSPORT,50,100,0. RIGHT-HANDED,100,False,10,8,True,7,8,20,10,True,False,2,20.07
2022/09/08 10:53:12 pm GMT-7,BABI,female,30.0,157,68,1400,3000,1. LARGE CORPORATION,False,400,2. PUBLIC TRANSPORT,16,20,0. RIGHT-HANDED,64,False,9.6,2,False,8,2,1,0,True,False,2,27.59
2022/09/09 9:39:32 am GMT-7,BABI,female,37.0,172.72,56.36,4000,5000,1. LARGE CORPORATION,False,4000,2. PUBLIC TRANSPORT,50,20,0. RIGHT-HANDED,55,False,9.25,3,False,6,3,3,40,True,True,1,18.89
2022/09/09 11:05:11 am GMT-7,BABI,female,33.0,147,43,5779,8000,1. LARGE CORPORATION,False,2000,2. PUBLIC TRANSPORT,,300,1. LEFT-HANDED,55,False,9,2,True,7,10,5,40,True,False,1,19.9
2022/09/09 4:19:38 pm GMT-7,BABI,female,38.0,157,44,6000,7000,3. NON-PROFIT OR GOVERNMENT AGENCY,False,2500,2. PUBLIC TRANSPORT,100,200,0. RIGHT-HANDED,65,False,,0,False,6,7,10,40,True,True,2,17.85
2022/09/10 4:58:17 pm GMT-7,BABI,male,25.0,175,77,5833,8600,2. SMALL COMPANY,False,2700,2. PUBLIC TRANSPORT,15,200,0. RIGHT-HANDED,47,False,10.5,2,True,7,7,10,50,True,True,1,25.14
2022/09/10 11:59:29 pm GMT-7,BABI,female,26.0,162,68,1200,3750,2. SMALL COMPANY,True,0,3. DRIVE,50,30,0. RIGHT-HANDED,82,False,9.5,0,False,6,49,30,20,True,False,0,25.91
2022/09/11 6:29:33 pm GMT-7,BABI,male,25.0,164,47,0,5500,2. SMALL COMPANY,True,150,2. PUBLIC TRANSPORT,50,100,0. RIGHT-HANDED,35,False,9.4,0,False,7,10,5,28,True,False,0,17.47
2022/09/11 7:56:29 pm GMT-7,BABI,female,26.0,163,68,4300,5000,3. NON-PROFIT OR GOVERNMENT AGENCY,False,2400,2. PUBLIC TRANSPORT,30,150,1. LEFT-HANDED,62,False,9,1,True,7,4,10,45,True,False,0,25.59
2022/09/11 9:01:55 pm GMT-7,BABI,male,32.0,168,74,4000,6500,1. LARGE CORPORATION,False,,2. PUBLIC TRANSPORT,40,350,0. RIGHT-HANDED,40,False,9.5,0,False,8,2,2,40,True,True,0,26.22
2022/09/12 9:17:49 am GMT-7,BABI,male,63.0,170,70,2500,5000,1. LARGE CORPORATION,False,3500,2. PUBLIC TRANSPORT,100,100,0. RIGHT-HANDED,10,True,10,0,False,5,0,10,40,True,True,1,24.22
2022/09/12 7:45:58 pm GMT-7,BABI,male,27.0,180,87,4000,5000,1. LARGE CORPORATION,False,650,2. PUBLIC TRANSPORT,50,50,0. RIGHT-HANDED,86,False,11,0,False,8,10,20,40,True,True,2,26.85
2022/09/13 7:23:09 pm GMT-7,BABI,female,29.0,157,75,4410,5940,1. LARGE CORPORATION,False,2355,2. PUBLIC TRANSPORT,,500,0. RIGHT-HANDED,50,False,8.5,0,False,7,1,16,35,True,False,1,30.43
2022/09/14 8:42:12 pm GMT-7,BABI,female,26.0,161,55,3100,67000,1. LARGE CORPORATION,False,1200,2. PUBLIC TRANSPORT,,50,0. RIGHT-HANDED,65,False,9,1,False,,,4,0,True,True,2,21.22
2022/09/14 9:11:02 pm GMT-7,BABI,male,23.0,174,59,0,70000,1. LARGE CORPORATION,True,500,2. PUBLIC TRANSPORT,0,20,0. RIGHT-HANDED,55,False,9.88,0,False,5,9,15,25,True,True,1,19.49
2023/01/16 11:00:45 am GMT-8,BITMAN,male,25.0,170,81,1200,6000,1. LARGE CORPORATION,False,2000,3. DRIVE,400,500,0. RIGHT-HANDED,15,True,10,1,False,5,15,7,26,True,True,1,28.03
2023/01/16 9:57:12 pm GMT-8,BITMAN,male,28.0,178,82,2,4000,2. SMALL COMPANY,False,1000,2. PUBLIC TRANSPORT,40,100,0. RIGHT-HANDED,36,False,10,0,False,7,4,5,20,True,True,0,25.88
2023/01/23 10:30:38 pm GMT-8,BITMAN,male,26.0,181,83,2600,4000,1. LARGE CORPORATION,False,1500,1. WALK,0,500,0. RIGHT-HANDED,55,True,,10,False,6.5,7,16,20,True,True,1,25.34
2023/03/08 8:36:17 pm GMT-8,BITMAN,female,28.0,158,49,3000,6500,1. LARGE CORPORATION,False,3700,2. PUBLIC TRANSPORT,0,700,2. AMBIDEXTROUS,45,False,91,15,False,9,1,20,15,True,False,2,19.63
2023/09/07 12:59:17 pm GMT-7,BABI,male,34.0,185,81,5000,6000,1. LARGE CORPORATION,False,1200,3. DRIVE,50,200,0. RIGHT-HANDED,60,False,11,2,False,6,5,10,0,True,True,2,23.67
2023/09/08 3:09:23 pm GMT-7,BABI,female,26.0,163,58,6000,8000,1. LARGE CORPORATION,False,3000,2. PUBLIC TRANSPORT,30,500,0. RIGHT-HANDED,50,False,9,0,False,7,3,12,40,True,True,1,21.83
2023/09/08 5:44:58 pm GMT-7,BABI,female,26.0,168,52,2000,4000,1. LARGE CORPORATION,False,2000,2. PUBLIC TRANSPORT,50,200,0. RIGHT-HANDED,47,False,9,,False,8,5.5,10,,True,True,1,18.42
2023/09/09 6:22:47 pm GMT-7,BABI,female,27.0,154,60,4000,6000,1. LARGE CORPORATION,True,300,2. PUBLIC TRANSPORT,50,100,0. RIGHT-HANDED,50,False,9,0,False,6,15,10,40,True,True,0,25.3
2023/09/10 3:03:39 pm GMT-7,BABI,male,32.0,176,230,,6200,1. LARGE CORPORATION,False,1600,3. DRIVE,150,250,0. RIGHT-HANDED,63,False,10.83,5,True,7,8,5,37,True,True,2,74.25
2023/09/11 9:58:25 pm GMT-7,BABI,female,24.0,153,52,4000,5000,2. SMALL COMPANY,True,1600,2. PUBLIC TRANSPORT,80,50,0. RIGHT-HANDED,50,False,9,,False,7,10,10,50,True,True,1,22.21
2023/09/14 2:12:27 pm GMT-7,BABI,female,35.0,165,53,6500,11000,1. LARGE CORPORATION,False,3000,2. PUBLIC TRANSPORT,100,300,1. LEFT-HANDED,80,False,9.5,1,False,7,10,15,40,True,True,2,19.47
2023/09/14 3:01:49 pm GMT-7,BABI,male,36.0,179,70,6000,6500,3. NON-PROFIT OR GOVERNMENT AGENCY,False,3000,5. OTHER,50,,0. RIGHT-HANDED,50,False,12,0,False,8,1,10,20,True,True,0,21.85
2023/09/14 8:05:03 pm GMT-7,BABI,male,23.0,175,63,4500,5000,1. LARGE CORPORATION,True,2500,3. DRIVE,200,300,0. RIGHT-HANDED,50,False,10,0,False,8,10,12,0,True,False,0,20.57
